ชื่อเพลง,ชื่อนักร้อง,ชื่อวง,นาที,ลิ้ง url,ประเภทเพลง,ธีมงาน,ภาษา
Dancing,-,Musketeers,4:02,https://www.youtube.com/embed/VEWrvDW3Z8w?si=WunHSZq79f2D6zcO,"Pop,Rock",Night party,Thai
นิทาน,-,Musketeers,4:10,https://www.youtube.com/embed/Ik228UkBp6w?si=5Z73WhhDXh2BpcBY,"Pop,Rock",Night party,Thai
Fall In Love,Armor,-,3:20,https://www.youtube.com/embed/ThEftPScNwA?si=abOluXe3nRGOmsRD,Pop,Night party,Thai
ลูกอม,วัชราวลี & Misslove,-,3:57,https://www.youtube.com/embed/OkaGFwl9US8?si=baqN8GUlt9Y1M9va,Pop,Night party,Thai
ทราย,วัชราวลี,-,3:31,https://www.youtube.com/embed/uljDH4LeqjE?si=px5w8YQJN6sH3107,Pop,Night party,Thai
รักติดไซเรน,Paris & Pearwah,-,6:15,https://www.youtube.com/embed/ILU9NbWn4t0?si=aLQBwzP7mGUpdcK8,Pop,Night party,Thai
Bad Girls Like You,Tobii,-,3:23,https://www.youtube.com/embed/uejhZX9vu3k?si=3gjt0efHhcPXAg4M,Pop,Night party,Thai
Hit Me Up,Timethai,-,4:35,https://www.youtube.com/embed/YeAhmfUf0uY?si=97CS6-xBFdJiqVe5,Pop&R&B,Night party,Thai
แอ่นระแรง,Alie Blackcobra,-,3:33,https://www.youtube.com/embed/3KTOnsdLSO8?si=aGycFjFNE0NRJ-2a,Pop,Night party,Thai
Stay Around me,Mind,-,3:20,https://www.youtube.com/embed/KWSmN9uCfSQ?si=i6HEJB_kEFIFHu_u,Pop,Night party,Thai
Michi Teyu ku,Fujii Kaze,-,5:11,https://www.youtube.com/embed/MqHfdqK5VvI?si=VMdlJDwi3Yp3DBYR,Pop,Night party,Japanase
Garden,Fujii Kaze,-,3:49,https://www.youtube.com/embed/vkPfKnUaq5k?si=X03eePD0qS1--pAJ,Pop,Night party,Japanase
Mutsuri,Fujii Kaze,-,4:09,https://www.youtube.com/embed/NwOvu-j_WjY?si=pSaZtEm9kRAWDJqD,Pop,Night party,Japanase
Tipsy,Wanuka,-,3:36,https://www.youtube.com/embed/Rq0NjgXSj0s?si=kkl3p9vS3HBWFSqM,Pop,Night party,Japanase
Surges,-,Orangestar,2:03,https://www.youtube.com/embed/QvWsAIc5mO8?si=LCxklz8SPmuOjR4l,Pop,Night party,Japanase
Night Dancer,Imase,-,3:30,https://www.youtube.com/embed/kagoEGKHZvU?si=IyJekmNTVK0471UG,Pop,Night party,Japanase
Show,Ado,-,3:09,https://www.youtube.com/embed/pgXpM4l_MwI?si=rL_U0-0ff4ThitS0,"Rock,Pop",Night party,Japanase
Bling Bang Bang Bong,-,Creepy Nuts,2:52,https://www.youtube.com/embed/mLW35YMzELE?si=dsLjU-ou5JrmlRfk,Hip-Hop,Night party,Japanase
Gangnam Style,PSY,-,4:12,https://www.youtube.com/embed/9bZkp7q19f0?si=8uoCsz1pu3xlw8fv,Pop,Night party,Korean
APT.,Rose & Bruno Mars,-,2:53,https://www.youtube.com/embed/ekr2nIex040?si=1-XEI2dEPcBXpKKa,"Pop,R&B",Night party,Korean
2 Phut Hon,Phao,-,3:10,https://www.youtube.com/embed/mw7Y0jQ8_BU?si=KKddJ_q-g9ZS8U1T,Pop,Night party,ETC.
Copines,Aya Nakamura,-,2:57,https://www.youtube.com/embed/EkGiGf8utCM?si=PQJw8qXZS6ACHAvf,Pop,Night party,French
Above All,Michael W. Smith,-,4:10,https://www.youtube.com/embed/PtS7UuNI2Vk?si=0pt6UVWVmaNMEx2z,Worship,Christian,English
At the Cross (Love Ran Red),Chris Tomlin,-,4:11,https://www.youtube.com/embed/Lqimy2axJNw?si=YZWbWa5ABOkK_Fdr,Worship,Christian,English
Be Thou My Vision,Phil Wickham,-,4:27,https://www.youtube.com/embed/f8wXti45A0Q?si=XJSEZUng8FpJKkXf,Worship,Christian,English
Be Still My Soul,Kari Jobe,-,3:18,https://www.youtube.com/embed/wYRXoVmUFmA?si=bha-J3_gQNcxb_SH,Worship,Christian,English
Beautiful One,Jeremy Camp,-,5:05,https://www.youtube.com/embed/5FMmxKM5Wj0?si=VINU-u7jhNUYPcBP,Worship,Christian,English
Because He Lives (Gaither),Gaither Vocal Band,-,3:44,https://www.youtube.com/embed/spa7WkwjwGw?si=bIynaUVeqXaa69a0,Worship,Christian,English
Break Every Chain,Tasha Cobbs Leonard,-,4:16,https://www.youtube.com/embed/-pD2zIuiC2g?si=qEtxoz7b3cDEFjsG,Worship,Christian,English
Christ is Enough,Hillsong Worship,-,5:41,https://www.youtube.com/embed/teUxQpnhezY?si=SqUZEwOQFJh2J4L4,Worship,Christian,English
Come Thou Fount of Every Blessing,Chris Rice,-,3:46,https://www.youtube.com/embed/hps2_qf8hLk?si=Pu_m92ofgoiVqqAe,Worship,Christian,English
Draw Me Close,Michael W. Smith,-,4:29,https://www.youtube.com/embed/7d_oYr-P16M?si=kplp6rdSDPHazVR8,Worship,Christian,English
Enough,Chris Tomlin,-,4:21,https://www.youtube.com/embed/le-OJhemuKQ?si=lZXh_sxunMhFgagt,Worship,Christian,English
Ever Be,Bethel Music,-,5:26,https://www.youtube.com/embed/BhasSpSBdEE?si=1K4Bwk9XZiKXgyTt,Worship,Christian,English
Give Me Jesus,Fernando Ortega,-,3:48,https://www.youtube.com/embed/9rZ8k9m2hwo?si=fglfn4fbStzD2Irz,Worship,Christian,English
Glorious Day (Living He Loved Me),Casting Crowns,-,4:49,https://www.youtube.com/embed/KqrqPGt11bA?si=8pjIkqRDcVmJ7voy,Worship,Christian,English
God So Loved,We The Kingdom,-,4:10,https://www.youtube.com/embed/iq5URsXbKXs?si=_g58A8XlLfhJy7yS,Worship,Christian,English
God With Us,MercyMe,-,5:54,https://www.youtube.com/embed/saUteS_BnIA?si=PJROAsDeOmxZmIt8,Worship,Christian,English
Grace Flows Down,Christy Nockels,-,3:29,https://www.youtube.com/embed/7hJsWxHjwSU?si=rFZGgKGtyhU7wN6T,Worship,Christian,English
Great Things,Phil Wickham,-,4:51,https://www.youtube.com/embed/y4CY3nf1Mvw?si=ecAf7kjtl09dUi_N,Worship,Christian,English
He Knows My Name,Tommy Walker,-,5:45,https://www.youtube.com/embed/minhk1fpsAs?si=d2Nyn9szFfD_iJRU,Worship,Christian,English
He Reigns,Newsboys,-,4:17,https://www.youtube.com/embed/Y8R9ZPT2T-I?si=3QEGeA-475jRgW85,Worship,Christian,English
Here With Me,MercyMe,-,4:11,https://www.youtube.com/embed/Ocggv1DqBcI?si=MPUbjXMlBhNTv8ld,Worship,Christian,English
Holy Spirit,Francesca Battistelli,-,5:03,https://www.youtube.com/embed/UvBBC7-PSHo?si=wTYNEBDDlCJdUKOz,Worship,Christian,English
Hosanna,Hillsong United,-,6:18,https://www.youtube.com/embed/hnMevXQutyE?si=7UxXu-bbkFHij5c8,Worship,Christian,English
How Deep the Father’s Love for Us,Stuart Townend,-,3:38,https://www.youtube.com/embed/tzQj7XvKFmA?si=XsCXAlYUZ1Xpa_wJ,Worship,Christian,English
I Can Only Imagine,MercyMe,-,4:47,https://www.youtube.com/embed/ZNDEyxEMNp0?si=TN6D1y31u-pelsu2,Worship,Christian,English
I Give You My Heart,Hillsong Worship,-,7:39,https://www.youtube.com/embed/9bQY2komrnA?si=HvlXM76UUvejdUAq,Worship,Christian,English
I Need You More,Kim Walker-Smith,-,9:02,https://www.youtube.com/embed/g6C-3QxgW0c?si=Jt1iceANv4h9mR6x,Worship,Christian,English
I Surrender,Hillsong Worship,-,11:16,https://www.youtube.com/embed/s7jXASBWwwI?si=X8fNaNkMuq1xbAbS,Worship,Christian,English
Jesus Paid It All,Kristian Stanfill,-,5:24,https://www.youtube.com/embed/1Vp2O3YqeJQ?si=NoggAI11yAW-s9qh,Worship,Christian,English
Lead Me to the Cross,Hillsong United,-,4:20,https://www.youtube.com/embed/StW6ZKHRCFo?si=0pM6wzPI0O3nxz7u,Worship,Christian,English
Love Came Down,Kari Jobe,-,4:54,https://www.youtube.com/embed/sCK6SvUCiIQ?si=I93dqIFWITREhOt5,Worship,Christian,English
Majesty (Here I Am),Delirious,-,5:25,https://www.youtube.com/embed/lNGdcq0pAuU?si=h2aDvflevBqqAmOa,Worship,Christian,English
More Precious Than Silver,Lynn DeShazo,-,4:05,https://www.youtube.com/embed/DKmlrlzTHXY?si=AoxsxATZwQRpLHH6,Worship,Christian,English
My Lighthouse,Rend Collective,-,3:54,https://www.youtube.com/embed/reAlJKv7ptU?si=tl6QyF6ARhx_y1FI,Worship,Christian,English
Nothing But the Blood,Matt Redman,-,6:38,https://www.youtube.com/embed/meX9FCuVFL8?si=SptpX1Ztmmkwtc1-,Worship,Christian,English
Oceans (Where Feet May Fail),Hillsong United,-,7:42,https://www.youtube.com/embed/eLqTZ07ja7g?si=kcZ9jtoNN5tmDfDn,Worship,Christian,English
On Christ the Solid Rock I Stand,Charlie Hall,-,4:30,https://www.youtube.com/embed/roQQeGn-GIc?si=rggQ9tBxgb3Wkfvt,Worship,Christian,English
One Thing Remains (Your Love Never Fails),Jesus Culture,-,4:00,https://www.youtube.com/embed/_y3K2Qvr6iM?si=qz6mBTD08WC2Fh0H,Worship,Christian,English
Open Up the Heavens,Vertical Worship,-,4:20,https://www.youtube.com/embed/eF9pVCDHN_4?si=x9QbrYhnonZuyoaQ,Worship,Christian,English
Our God Reigns,Brandon Heath,-,4:05,https://www.youtube.com/embed/XnwK8bftyDM?si=O1DxeiHkXfZemnr3,Worship,Christian,English
Power in the Blood,Lewis E. Jones,-,3:06,https://www.youtube.com/embed/fYzf2iWudkU?si=9jgy-rbe9fywgmWP,Worship,Christian,English
Refiner’s Fire,Brian Doerksen,-,4:57,https://www.youtube.com/embed/lJFwNCaIO3g?si=1zSeGOlpohDPdakg,Worship,Christian,English
Run to the Father,Cody Carnes,-,5:03,https://www.youtube.com/embed/HcpeLDp0Foo?si=FBLZ_xO_WYBGxGe2,Worship,Christian,English
Sing to the King,Passion,-,4:17,https://www.youtube.com/embed/WnFVXYnXWSU?si=r84FPUu2hbarbuCz,Worship,Christian,English
Spirit Break Out,Kim Walker-Smith,-,6:23,https://www.youtube.com/embed/TTYFWZdCPKw?si=swSYrCzvku80xf52,Worship,Christian,English
The Old Rugged Cross,Alan Jackson,-,2:54,https://www.youtube.com/embed/-JS9P8d2iOc?si=CMpb8ThdImoOUhsT,Worship,Christian,English
The Wonderful Cross,Chris Tomlin,-,7:08,https://www.youtube.com/embed/0h-UsGd7fec?si=VpEAzXAP3baLlR2i,Worship,Christian,English
This I Believe (The Creed),Hillsong Worship,-,6:42,https://www.youtube.com/embed/uuDI-sk2nJU?si=t103PPeYhcLospGz,Worship,Christian,English
What a Friend We Have in Jesus,Alan Jackson,-,2:08,https://www.youtube.com/embed/znWu2HCJ92c?si=OmLiCxRasp7p4k3f,Worship,Christian,English
Your Great Name,Natalie Grant,-,6:02,https://www.youtube.com/embed/tJVxJrUTwGU?si=U5TQDPH_3mZe9ZGe,Worship,Christian,English
Abre Mis Ojos,Marcos Witt,-,6:47,https://www.youtube.com/embed/sAm49exVyZc?si=f9lKle20wsMFNKFP,Worship,Christian,Spanish
Alégrense Los Justos,-,Oasis Ministry,5:53,https://www.youtube.com/embed/WUbYKe2DQgU?si=osIBE24lysrQcfSZ,Worship,Christian,Spanish
Al Final,Lilly Goodman,-,4:04,https://www.youtube.com/embed/sesss3X4a1w?si=53sfxFf2GIbHjTog,Worship,Christian,Spanish
A Dios Sea la Gloria,Yamilka,-,5:31,https://www.youtube.com/embed/1bwkY0KwRuY?si=Qp-u46sNKeWnKLM-,Worship,Christian,Spanish
Bênção,Aline Barros ft. Lukas Agustinho,-,7:05,https://www.youtube.com/embed/0Q95xA_H-c4?si=7a0cvbXln1JHs1RQ,Worship,Christian,ETC.
Jesús,Marcos Witt,-,5:19,https://www.youtube.com/embed/oU2jWvSvQj4?si=2-9fdl8RV00F2h66,Worship,Christian,Spanish
Canção do Apocalipse,-,Diante do Trono,12:19,https://www.youtube.com/embed/5j0arvaKdqk?si=-cNhs2xqTVCNGtJ0,Worship,Christian,ETC.
Creo en Ti Jesús,Jesús Adrián Romero,-,7:28,https://www.youtube.com/embed/Rq9hHukmcbw?si=CkyfUe7E3qABAleL,Worship,Christian,Spanish
Dame Tus Ojos,Jesús Adrián Romero,-,3:35,https://www.youtube.com/embed/VS-UbBJe0nw?si=SnJNOc3ipKuAvyGJ,Worship,Christian,Spanish
Dios de Pactos,Marcos Witt,-,6:25,https://www.youtube.com/embed/ugtyvRCTNkY?si=3QklQGyoA_rtHsZw,Worship,Christian,Spanish
Eres Todopoderoso,Danilo Montero,-,3:58,https://www.youtube.com/embed/C4DqvUby9B0?si=O95uVGwmd0PPQMVB,Worship,Christian,Spanish
vem Me Buscar,Gabriela Rocha,-,5:10,https://www.youtube.com/embed/L-PMBXKmaQk?si=YH-OLJJDna9uv4ry,Worship,Christian,ETC.
Hosana,-,Hillsong United,6:18,https://www.youtube.com/embed/hnMevXQutyE?si=Y7VDevOf5sQ3S1Wc,Worship,Christian,ETC.
"Calma, Por Favor",Eyshila,-,4:00,https://www.youtube.com/embed/Ob4xfYVx_FQ?si=xrh6y3bFC1pPFSuZ,Worship,Christian,ETC.
Levanto Mis Manos,Samuel Hernández,-,5:16,https://www.youtube.com/embed/iM49tkRfJZs?si=Dyw2RrlFNx5C4ptT,Worship,Christian,Spanish
No Hay Lugar Más Alto,-,Miel San Marcos,5:55,https://www.youtube.com/embed/wb99ILqk2dc?si=Ubrtw0uwCCmk4XLW,Worship,Christian,Spanish
O Sifuni Mungu,-,African Children’s Choir,3:12,https://www.youtube.com/embed/PmDl-bZq58U?si=g5slvS08SEFZ83iD,Gospel,Christian,ETC.
Que Se Abra El Cielo,Christine D’Clario,-,9:12,https://www.youtube.com/embed/zfcb36kjs2I?si=4IpwvEu2zAclTQ7z,Worship,Christian,Spanish
Batiza-me,Fernandinho,-,6:58,https://www.youtube.com/embed/SMJAqPhkUj4?si=45qbrZM1HFCnhtym,Worship,Christian,ETC.
Vater segne uns,Albert Frey,-,3:49,https://www.youtube.com/embed/9DuYCy-Jyfw?si=TxSmAYIYTO06GL2u,Worship,Christian,German
Si Puedes Creer,Marcos Witt,-,5:55,https://www.youtube.com/embed/hsXdym5zTbw?si=LJGn6JXvkz5ul1qd,Worship,Christian,Spanish
Siguiendo Tus Pisadas,Gilberto Daza&Alex Campos,-,4:07,https://www.youtube.com/embed/Tff7HonqvKI?si=CkH7m_jy1Yn4FP3C,Worship,Christian,Spanish
Obra en Mí,Barak ft. Redimi2,-,8:31,https://www.youtube.com/embed/H1OzBvHPsy0?si=NNlJp0xN0CgWSJ4o,Worship,Christian,Spanish
Spaseniye Sodelal,-,Chor Leoni,4:35,https://www.youtube.com/embed/L8Wwd4dSZJg?si=zbIOsetg_XmqzzCB,Hymn,Christian,ETC.
Tu Fidelidad,Danilo Montero,-,4:39,https://www.youtube.com/embed/gTlnYWVoLFI?si=g3pqrt5I0UbMYFrW,Worship,Christian,Spanish
Al Taller Del Maestro,Alex Campos,-,5:13,https://www.youtube.com/embed/xepY2ULKwYQ?si=R0muUiO33bMWUkhO,Worship,Christian,Spanish
Pour moi tu l'as fait,-,Glorious,5:10,https://www.youtube.com/embed/WJAdVSrCgxk?si=8r34UNsnADn1NT_l,Worship,Christian,French
Yo Me Rindo a Él,Jesús Adrián Romero,-,4:28,https://www.youtube.com/embed/h_WBSwNVKbQ?si=q9lHFMG53glqmXQW,Worship,Christian,Spanish
Jehovah Is Here,Paul Wilbur,-,4:37,https://www.youtube.com/embed/7M6herc_d2U?si=TXCWV68lZuTyzt3S,Worship,Christian,ETC.
Yeshua,Jesus Image,-,19:08,https://www.youtube.com/embed/ivUb1K0B0zE?si=18ufUH8ZFfOKjXCj,Worship,Christian,ETC.
Alléluia,-,Glorious,1:26,https://www.youtube.com/embed/kozmpe-qGcs?si=wbHMUAanlJvz1k6R,Worship,Christian,French
Es Tu Amor,-,Hillsong En Español,5:31,https://www.youtube.com/embed/L0q4IVTBdE0?si=X4Zro5EV_mgoVybX,Worship,Christian,Spanish
God Will Make a Way,Don Moen,-,4:21,https://www.youtube.com/embed/WEA8LM8BkIw?si=XwwwvRJEV0936odl,Worship,Christian,English
Es Poderoso,-,Miel San Marcos,6:42,https://www.youtube.com/embed/Z4ATBaI7ycY?si=UK7dyfXZrWaz2Ur7,Worship,Christian,Spanish
I Exalt Thee,Pete Sanchez Jr.,-,3:29,https://www.youtube.com/embed/Zw3LfvHk5xE?si=4KKOeWQ2tax6NPBE,Worship,Christian,English
Tu Nombre,-,Miel San Marcos,5:20,https://www.youtube.com/embed/Vv6S4oeHPU0?si=qlseHmYtRD9tDuIl,Worship,Christian,Spanish
Cry Out to Jesus,-,Third Day,4:40,https://www.youtube.com/embed/JmVxRl5bc4Y?si=rBnlmI30vcNRe2hX,Worship,Christian,English
Forever Reign,-,Hillsong Worship,6:10,https://www.youtube.com/embed/wZ3KIXadMoY?si=jThS-D6xEdE8r8td,Worship,Christian,English
Stronger,-,Hillsong Worship,4:32,https://www.youtube.com/embed/IfnrYav-QTc?si=iJsdYqUpOXYIkpbg,Worship,Christian,English
Come Thou King,-,Gateway Worship,5:38,https://www.youtube.com/embed/X1rXneeti9s?si=yrT7khY_WNK2Qdi4,Worship,Christian,English
Consuming Fire,Tim Hughes,-,3:42,https://www.youtube.com/embed/6XOBBUu_23M?si=I55_bQFhvGcvQGlO,Worship,Christian,English
Misericordia,Majo y Dan,-,3:45,https://www.youtube.com/embed/xm1lRUZllIE?si=_Np57qNcBIDt5Apy,Worship,Christian,Spanish
Hossana (En Español),-,Hillsong En Español,6:09,https://www.youtube.com/embed/YbDB8mXNVBQ?si=hIxY9OeIEjgOfTwH,Worship,Christian,Spanish
Tu Amor Nunca Falla,Jesús Adrián Romero,-,3:42,https://www.youtube.com/embed/5G0a_d_WVYU?si=aaNulUwejtB2Bpse,Worship,Christian,Spanish
"Holy, Holy, Holy",Reginald Heber,-,4:02,https://www.youtube.com/embed/38_zI7wTJwU?si=Yt3IhcACJngy1Bfe,Worship,Christian,English
Above All Else,Vicky Beeching,-,3:51,https://www.youtube.com/embed/wCF15Bem360?si=OLgLoODSaMiuQ1x4,Worship,Christian,English
All Hail King Jesus,Jeremy Riddle,-,8:18,https://www.youtube.com/embed/cIYPeWYx4qI?si=bADUr5n2AzpfvgZc,Worship,Christian,English
Ancient Words,Michael W. Smith,-,4:37,https://www.youtube.com/embed/FOi1Rwt_kCI?si=oGWmqXsw3EeztNDd,Worship,Christian,English
As the Deer,Martin Nystrom,-,2:49,https://www.youtube.com/embed/HN8BofgAQQ8?si=0ink4556kRDaOw9F,"Hymn,Worship",Christian,English
Awesome God,Rich Mullins,-,3:04,https://www.youtube.com/embed/nBnzAepXOE8?si=8ViLHW6PEOWedZgV,Worship,Christian,English
วันเกิดฉันปีนี้,-,Three Man Down,3:33,https://www.youtube.com/embed/eP9cxLmleR0?si=NCT-kNtYAqP25l_v,"Pop,Alternative,Indie",Birthday party,Thai
Make A Wish (Birthday Song),-,NCT U,4:08,https://www.youtube.com/embed/tyrVtwE8Gv0?si=owq2oado4CDb0kDE,"Hip-Hop,Pop",Birthday party,Korean
Happy Birthday Song!!!,Unknown,-,3:51,https://www.youtube.com/embed/5u4xTa3LR2U?si=XarQsjfKdgKhGiEZ,"Pop,Alternative,Indie",Birthday party,Instrumental
เพลงสุขสันต์วันเกิดสำหรับวันพิเศษ,Unknown,-,0:44,https://www.youtube.com/embed/8xy8qIjdC3g?si=NMrfw2BxPX6d3Xgf,Pop,Birthday party,Instrumental
Happy Birthday To You Song Remix 2025,Unknown,-,3:29,https://www.youtube.com/embed/s5UR-dwVBds?si=tQ7e3M88sBu3_Drq,"EDM,Indie",Birthday party,Instrumental
Happy Birthday Song Remix 2025,Unknown,-,4:25,https://www.youtube.com/embed/ChXJ67bukIY?si=i6TzKMwcn8kejCY0,"EDM,Indie",Birthday party,Instrumental
Happy Birthday To You Song Video 4K,Unknown,-,2:52,https://www.youtube.com/embed/4Dm4Je6nLss?si=8ZZWH7szI0v4fdrw,Pop,Birthday party,Instrumental
Happy Birthday,-,The Click Five,3:29,https://www.youtube.com/embed/ZfajpNG4fZg?si=ZLLYch2x1rpx0RS6,"Pop,Rock",Birthday party,English
Happy,-,Pharrell Williams,4:00,https://www.youtube.com/embed/ZbZSe6N_BXs?si=WIrsbTBDwIyC1TIV,Pop,Birthday party,English
Celebration,-,Kool & The Gang,4:17,https://www.youtube.com/embed/3GwjfUFyY6M?si=NgZa7nHoHX8omIFO,"Disco,R&B",Birthday party,English
Dynamite,-,BTS,3:43,https://www.youtube.com/embed/gdZLi9oWNZg?si=TtDsvacwanl4_YeG,"Pop,Retro",Birthday party,Korean
Can't Stop the Feeling!,Justin Timberlake,-,4:45,https://www.youtube.com/embed/ru0K8uYEZWw?si=chPR502oSd4EndPa,"Pop,Disco",Birthday party,English
Uptown Funk,Mark Ronson ft. Bruno Mars,-,4:31,https://www.youtube.com/embed/7Ya2U8XN_Zw?si=Mn_m8RalaiK1vwkC,"Disco,R&B",Birthday party,English
Party Rock Anthem,LMFAO,-,6:15,https://www.youtube.com/embed/KQ6zr6kCPj8?si=dtP7UNAsjv6cJIEA,"Pop,EDM",Birthday party,English
I Gotta Feeling,-,The Black Eyed Peas,4:51,https://www.youtube.com/embed/uSD4vsh1zDA?si=VlrEhkpeE-BlrJrA,"Pop,EDM",Birthday party,English
Firework,Katy Perry,-,3:48,https://www.youtube.com/embed/KSbwHzlcgs8?si=ElBAU6S0GHNCRSux,Pop,Birthday party,English
Good Time,Owl City & Carly Rae Jepsen,-,3:27,https://www.youtube.com/embed/H7HmzwI67ec?si=6NpfkML4LObk6iz2,Pop,Birthday party,English
Shake It Off,Taylor Swift,-,4:01,https://www.youtube.com/embed/nfWlot6h_JM?si=mOkCPYDsJnPvn-jJ,Pop,Birthday party,English
All Star,Smash Mouth,-,3:56,https://www.youtube.com/embed/L_jWHffIx5E?si=pie1gv9zTuITObtI,"Pop,Rock",Birthday party,English
Walking on Sunshine,Katrina and the Waves,-,3:40,https://www.youtube.com/embed/rmdiaQM43bk?si=QQLHXgxt9ynszEgx,"Pop,Classical",Birthday party,English
Wake Me Up,Avicii,-,4:11,https://www.youtube.com/embed/5y_KJAg8bHI?si=rI44-iirtDXq00P3,EDM,Birthday party,English
On Top of the World,Imagine Dragons,-,3:12,https://www.youtube.com/embed/cxmMD5OvYRQ?si=SF_lpvaoBNCbtcEU,"Pop,Rock",Birthday party,English
Sugar,-,Maroon 5,4:25,https://www.youtube.com/embed/XOa_3w3fbQQ?si=yUaRjPk-l2BCB7cH,Pop,Birthday party,English
Treasure,Bruno Mars,-,3:11,https://www.youtube.com/embed/nPvuNsRccVw?si=iH-cDmPgKQ53LP2g,Pop,Birthday party,English
Roar,Katy Perry,-,4:29,https://www.youtube.com/embed/CevxZvSJLk8?si=DUaYOIfTTb0AsZiW,Pop,Birthday party,English
We Found Love,Rihanna ft. Calvin Harris,-,4:35,https://www.youtube.com/embed/tg00YEETFzg?si=DejTlYCldN6gsq7B,"Pop,EDM",Birthday party,English
Just Dance,Lady Gaga,-,4:02,https://www.youtube.com/embed/5q7byFPTehs?si=K1DPhKfEOMXdHdbS,Pop,Birthday party,English
Don't Stop Believin',Journey,-,4:10,https://www.youtube.com/embed/1k8craCGpgs?si=6tNi_g3eBDWMCDPO,Rock,Birthday party,English
Livin' on a Prayer,Bon Jovi,-,4:08,https://www.youtube.com/embed/lDK9QqIzhwk?si=QbdX-XcsMRe6Tva0,Rock,Birthday party,English
Dancing Queen,-,ABBA,3:53,https://www.youtube.com/embed/-sVB91NTa4A?si=aZJNzG-YGwryssgd,Pop,Birthday party,English
September,Earth and Wind & Fire,-,3:35,https://www.youtube.com/embed/jf_NKqwklKg?si=DVUrP8-LfWYPIuMN,Disco,Birthday party,English
24K Magic,Bruno Mars,-,3:46,https://www.youtube.com/embed/UqyT8IEBkvY?si=eHeQVKgHERbtmYlA,R&B,Birthday party,English
Blurred Lines,Robin Thicke ft.Pharrell,-,4:33,https://www.youtube.com/embed/UYV9yabvYGs?si=AiyRS-ntR_waN8Tx,Pop,Birthday party,English
Get Lucky,Daft Punk ft. Pharrell Williams,-,4:08,https://www.youtube.com/embed/5NV6Rdv1a3I?si=t2lefs7LnHiJjt4_,Disco,Birthday party,English
Levitating,Dua Lipa ft. DaBaby,-,3:50,https://www.youtube.com/embed/TUVcZfQe-Kw?si=xv7kZx0p3MTb357h,Pop,Birthday party,English
Blinding Lights,The Weeknd,-,3:23,https://www.youtube.com/embed/fHI8X4OXluQ?si=Yz_J4s4LK4Jvd7Nx,Pop,Birthday party,English
Rock Your Body,Justin Timberlake,-,4:26,https://www.youtube.com/embed/uQSLKlLjvKY?si=C2uaHxBF3s5OKhAS,"Pop,R&B",Birthday party,English
Yeah!,Usher ft. Lil Jon & Ludacris,-,4:12,https://www.youtube.com/embed/GxBSyx85Kp8?si=J96WZlZl1bi3lnFf,"Hip-Hop,R&B",Birthday party,English
SexyBack,Justin Timberlake,-,4:02,https://www.youtube.com/embed/gfWQ1r6IQrY?si=wRX11GI2nt1kEazk,"Pop,R&B",Birthday party,English
Sorry,Justin Bieber,-,3:18,https://www.youtube.com/embed/8ELbX5CMomE?si=JBu5IlDsNNkGglM_,Pop,Birthday party,English
Taki Taki,DJ Snake ft. Selena Gomez & Ozuna & Cardi B,-,3:32,https://www.youtube.com/embed/tHzbQfgU6eE?si=UW67bAAlTw5SMB02,Pop,Birthday party,English
Despacito,Luis Fonsi ft. Daddy Yankee,-,3:48,https://www.youtube.com/embed/2bHBUs-k3ac?si=jKb8DMmXEX5B530w,Pop,Birthday party,English
Shape of You,Ed Sheeran,-,3:55,https://www.youtube.com/embed/Vds8ddYXYZY?si=CQhrKP88PpovBOoK,Pop,Birthday party,English
Senorita,Shawn Mendes & Camila Cabello,-,3:11,https://www.youtube.com/embed/dFp_b5DPIIo?si=rWwMMtWa2-bVJ6S7,Pop,Birthday party,English
Old Town Road,Lil Nas X,-,2:37,https://www.youtube.com/embed/r7qovpFAGrQ?si=OmYZsV-vB3_vhI5i,Rap,Birthday party,English
Truth Hurts,Lizzo,-,3:01,https://www.youtube.com/embed/P00HMxdsVZI?si=fWpIrc1rouvJh81V,"Pop,Hip-Hop",Birthday party,English
Juice,Lizzo,-,3:20,https://www.youtube.com/embed/XaCrQL_8eMY?si=35YalkZ7vlLUkU1N,Pop,Birthday party,English
Good as Hell,Lizzo,-,2:45,https://www.youtube.com/embed/SmbmeOgWsqE?si=U6J6CLS6_L1WW2bQ,"Pop,R&B",Birthday party,English
Shut Up and Dance,-,WALK THE MOON,3:18,https://www.youtube.com/embed/nbcCG7PkI18?si=ZO7Bf6SAotXcvb3C,"Pop,Rock",Birthday party,English
Take On Me,aha,-,3:48,https://www.youtube.com/embed/MIgK3zOk0zg?si=gIhVU2GmPNbdqbE9,Pop,Birthday party,English
Footloose,Kenny Loggins,-,3:40,https://www.youtube.com/embed/bjQ9vTsMQ4I?si=FAGvwGQ1hr87iGIK,"Pop,Rock",Birthday party,English
I'm a Believer,-,The Monkees,2:45,https://www.youtube.com/embed/4PQAqprjOuA?si=EMv2vgvinzZaWWqj,"Pop,Rock",Birthday party,English
Happy Together,-,The Turtles,2:52,https://www.youtube.com/embed/pSw8an1u3rc?si=0U-3yoHfKNiy_p1j,Pop,Birthday party,English
I Want You Back,-,The Jackson 5,3:01,https://www.youtube.com/embed/OFw5xkD3bjE?si=-_gsctSkbmGyki9u,Pop,Birthday party,English
