ชื่อเพลง,ชื่อนักร้อง,ชื่อวง,นาที,ลิ้ง url,ประเภทเพลง,ธีมงาน,ภาษา
ABC,-,The Jackson 5,2:54,https://www.youtube.com/embed/niXNQ5dEcEA?si=_As2IOvpTY3TkJKI,Pop,Birthday party,English
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,-,2:31,https://www.youtube.com/embed/ABfQuZqq8wg?si=47fQSj_cMgfCCVxU,Soul,Birthday party,English
Respect,Aretha Franklin,-,2:28,https://www.youtube.com/embed/9iayJ8u4Qew?si=8ZX2JYaYWGlVduWB,"Soul,R&B",Birthday party,English
Birthday,-,Destiny's Child,5:14,https://www.youtube.com/embed/R92GsH5rSSY?si=s_gicS1pIkR2rcB3,"Pop,R&B",Birthday party,English
It's My Party,Lesley Gore,-,2:14,https://www.youtube.com/embed/mIsnIt1p978?si=WemCVuuUqS3s7wKb,Pop,Birthday party,English
Birthday,Anne Marie,-,3:01,https://www.youtube.com/embed/vvmUvtYsarA?si=80jAzqrTvjo48V3Y,Pop,Birthday party,English
It's My Birthday,will.i.am ft. Cody Wise,-,4:21,https://www.youtube.com/embed/JuM7hObGjWI?si=wHP6ckj0j9Ue6lvG,Pop,Birthday party,English
Birthday,Disclosure ft. Kehlani & Syd,-,3:41,https://www.youtube.com/embed/J3ylrn0yX7c?si=EuWD_JrgpEA1OC3S,Pop,Birthday party,English
Birthday Song,2 Chainz ft. Kanye West,-,5:03,https://www.youtube.com/embed/YCHabRVGcb4?si=-N6zKjJXu5f44-rA,Hip-Hop,Birthday party,English
Happy Happy Birthday Baby,Ronnie Milsap,-,3:40,https://www.youtube.com/embed/Ht1mzqPjB3c?si=Z5twbOxNQxW3tuxL,Country,Birthday party,English
Happy Birthday,-,New Kids on the Block,2:49,https://www.youtube.com/embed/88KQ27f6UXY?si=sY7VFvta6R23JbFm,Pop,Birthday party,English
Happy Birthday,Kygo & John Legend,-,4:10,https://www.youtube.com/embed/ORemUrv6jJ4?si=o7yaQ0UNx9oTILoi,Pop,Birthday party,English
Birthday,Jeon Somi,-,3:10,https://www.youtube.com/embed/QrwwHywAyN0?si=9meJtreLjX0A6CEA,Pop,Birthday party,English
Raise Your Glass,P!nk,-,3:22,https://www.youtube.com/embed/XjVNlG5cZyQ?si=jwHyWdZ58e6lPkKY,Pop,Birthday party,English
Call Me Maybe,Carly Rae Jepsen,-,3:19,https://www.youtube.com/embed/fWNaR-rxAic?si=ls8S3knunggKIFoK,Pop,Birthday party,English
Don't Stop The Music,Rihanna,-,3:53,https://www.youtube.com/embed/yd8jh9QYfEs?si=P_ptGHxZO8z1oe2X,Pop,Birthday party,English
Somebody That I Used To Know,Gotye ft. Kimbra,-,4:03,https://www.youtube.com/embed/8UVNT4wvIGY?si=laXwEiyF4DzqqztE,Pop,Birthday party,English
Happier,Marshmello & Bastille,-,3:38,https://www.youtube.com/embed/RE87rQkXdNw?si=p2zFmZtbcFWNIiFC,Pop,Birthday party,English
Geronimo,-,Sheppard,3:45,https://www.youtube.com/embed/E-SeaCZE2TM?si=yvzFdxDY8oMcgWn8,Pop,Birthday party,English
Shake It,-,Metro Station,3:00,https://www.youtube.com/embed/acU_inBCGO8?si=X_gJz78oMM_zkKYt,Pop,Birthday party,English
Boom Boom Pow,-,The Black Eyed Peas,4:11,https://www.youtube.com/embed/dKiad-CC44o?si=hxHkmbyul0mxAxlG,Hip-Hop,Birthday party,English
Bad Guy,Billie Eilish,-,3:16,https://www.youtube.com/embed/VtIp3X-iFaE?si=75nc4cZhYD32LicW,Pop,Birthday party,English
Havana,Camila Cabello,-,3:38,https://www.youtube.com/embed/HCjNJDNzw8Y?si=ASLAJhCwzB1Q0x95,Pop,Birthday party,English
Cake By The Ocean,-,DNCE,4:17,https://www.youtube.com/embed/vWaRiD5ym74?si=fblIZfxEULkAlt_L,Pop,Birthday party,English
Starships,Nicki Minaj,-,3:30,https://www.youtube.com/embed/ib5vOL3Ka2s?si=WZFTMQ8Pe010yBQx,Pop,Birthday party,English
Worth It,-,Fifth Harmony,3:42,https://www.youtube.com/embed/Cw1qnwbIEFY?si=uSDExEbLX17soP84,"Pop,R&B",Birthday party,English
Take It Off,Kesha,-,3:35,https://www.youtube.com/embed/RpFMuBHxGWs?si=jGfP_FxpDLwiht0l,Pop,Birthday party,English
Oops!... I Did It Again,Britney Spears,-,3:30,https://www.youtube.com/embed/gmWlNI4Zl2s?si=vnSMhGlce2VSt3Hk,Pop,Birthday party,English
Don't Cha,-,The Pussycat Dolls,4:32,https://www.youtube.com/embed/wjMAT9y9ju4?si=BROPndO_ncft4hSr,"Pop,R&B",Birthday party,English
Freaky Friday,Lil Dicky ft. Chris Brown,-,3:35,https://www.youtube.com/embed/8SgmWihcCYM?si=bh5GTQw57Hn3ZiJH,Hip-Hop,Birthday party,English
Titanium,David Guetta ft. Sia,-,4:03,https://www.youtube.com/embed/AMivcP--tFI?si=yGqTf-Lf8bQpzmKF,EDM,Birthday party,English
Closer,The Chainsmokers ft. Halsey,-,4:05,https://www.youtube.com/embed/25ROFXjoaAU?si=ZInmd6wE6moj_Zew,EDM,Birthday party,English
This Is What You Came For,Calvin Harris ft. Rihanna,-,3:49,https://www.youtube.com/embed/ipLRRzJ9sWg?si=dnze99E1_T-6qlB6,EDM,Birthday party,English
Don’t Let Me Down,The Chainsmokers ft. Daya,-,3:29,https://www.youtube.com/embed/qMH0Xglh7GA?si=Si2fdXvE3CbBg_N0,EDM,Birthday party,English
Animals,Martin Garrix,-,3:21,https://www.youtube.com/embed/2kpAzC2Mja8?si=M_xLcKvVkqBttmlA,EDM,Birthday party,Instrumental
Lean On,Major Lazer & DJ Snake,-,2:56,https://www.youtube.com/embed/rn9AQoI7mYU?si=6YCj3ccXB0l9tB9s,EDM,Birthday party,English
Stay,Zedd & Alessia Cara,-,3:30,https://www.youtube.com/embed/UP8yVPtW5YE?si=98g8KRe38VBc5evS,EDM,Birthday party,English
Where Are Ü Now,Jack Ü ft. Justin Bieber,-,4:10,https://www.youtube.com/embed/3ek2pU4m6Js?si=kOd2RYGDO-pH50rW,EDM,Birthday party,English
The Middle,Zedd & Maren Morris & Grey,-,3:04,https://www.youtube.com/embed/1aUhAOHqWf8?si=NlPmdl3llq-3s3bk,EDM,Birthday party,English
Mr. Brightside,-,The Killers,3:42,https://www.youtube.com/embed/l7MaKmKJqoc?si=6OhpUppQIZ7DbehM,Rock,Birthday party,English
We Will Rock You,-,Queen,2:02,https://www.youtube.com/embed/TXGbhniTBrU?si=_6QGo9_oTJuyHVor,Rock,Birthday party,English
Seven Nation Army,-,The White Stripes,3:50,https://www.youtube.com/embed/KcZ73FRFLzY?si=igTRv2Qrn-XOWkYY,Rock,Birthday party,English
Sweet Child O' Mine,-,Guns N' Roses,5:56,https://www.youtube.com/embed/qoflJn7zkFM?si=E7lNlfqr7WCEHdS0,Rock,Birthday party,English
Smells Like Teen Spirit,-,Nirvana,4:45,https://www.youtube.com/embed/Q1Pcrjc4Rgs?si=tUNOhGowmruAWYWF,Rock,Birthday party,English
Take Me Out,-,Franz Ferdinand,3:57,https://www.youtube.com/embed/h66dI0q_9As?si=eyXb4CMYY2dCUB2C,Rock,Birthday party,English
Are You Gonna Be My Girl,Are You Gonna Be My Girl - Jet,-,3:34,https://www.youtube.com/embed/iptmRfE1RBQ?si=uZSOiyFzmCgGE2HR,Rock,Birthday party,English
Somebody Told Me,-,The Killers,3:17,https://www.youtube.com/embed/dxpKi9G_kxU?si=iJtnQqKeJSepXwb_,Rock,Birthday party,English
เอเวอร์รี่ติง จิงเกอเบล,BALLCHON & Earth Yamamoto,-,3:40,https://www.youtube.com/embed/QKWnSnlzg1E?si=N3pyeF4LN49GNpVL,Pop,Christmas party,Thai
Christmas is a Time to Love,Tom Coomes,-,3:30,https://www.youtube.com/embed/bPhyqY7h_Zs?si=_gCMas4a_ky-CVJD,Carol,Christmas party,English
นี่แหละคือวันคริสต์มาส,Debary ft. Pipart CH.,-,4:28,https://www.youtube.com/embed/KU4M9CGTbr8?si=8_fVhTPigb7cebv3,Pop,Christmas party,Thai
คริสต์มาสคือความหวัง,โต๋ ศักดิ์สิทธิ์,-,3:30,https://www.youtube.com/embed/JXxj1S078y4?si=CQnynB0Ad5DUDTN6,Pop,Christmas party,Thai
เวลาแห่งความสุข,JasmineAP,-,3:20,https://www.youtube.com/embed/Y-kEpekXAJ4?si=V_-XAQssCPpkcP5D,Pop,Christmas party,Thai
คริสต์มาสที่มีความหมาย, Ratchanok Suansri,-,3:49,https://www.youtube.com/embed/dUEs5C3gp1w?si=5xckGQg0gZvFE1z7,Pop,Christmas party,Thai
 คริสต์มาสนี้,Chilling Mill,-,4:02,https://www.youtube.com/embed/71h200EvWiY?si=1NoUnBg4me3qzrl4,Pop,Christmas party,Thai
Goodness of God ,CeCe Winans ,-,4:56,https://www.youtube.com/embed/9sE5kEnitqE?si=8htSIGkISmTZc9it,Pop,Christmas party,English
 Under the Tree,Ed Sheeran,-,4:13,https://www.youtube.com/embed/nBCkXe3ZfoI?si=QICYSLQCLN12YzNQ,Pop,Christmas party,English
Christmas Lights,Malizon,-,3:32,https://www.youtube.com/embed/epq_s6tnolI?si=HFhx28QwvOv98-M8,Pop,Christmas party,English
It's Beginning To Look A Lot Like Christmas,Michael Bublé,-,3:28,https://www.youtube.com/embed/QJ5DOWPGxwg?si=Ii-WaWtyL4lompVR,Pop,Christmas party,English
Winter Wonderland,Michael Bublé,-,2:30,https://www.youtube.com/embed/oIKt5p3UmXg?si=KtYOUYA0J7uAmXlp,Pop,Christmas party,English
Have Yourself a Merry Little Christmas,Michael Bublé,-,3:53,https://www.youtube.com/embed/l3l83C-we-k?si=-ZG3B2eeqYkJDGdp,Pop,Christmas party,English
Joy to the World,-,Pentatonix,3:15,https://www.youtube.com/embed/-Xo64Q2ucQ8?si=q-k3c1VicwNW1VS0,Carol,Christmas party,English
Hark the Herald Angels Sing,-,The Spirituals Choir,5:56,https://www.youtube.com/embed/XmtKlOB-0-I?si=SVR5ul_cFxv2mthR,Carol,Christmas party,English
Silent Night,Kelly Clarkson,-,4:21,https://www.youtube.com/embed/5BRVkgaIcaE?si=2eSvMmoqL6m4etZ8,Carol,Christmas party,English
O Come All Ye Faithful,-,Pentatonix,4:02,https://www.youtube.com/embed/Mj7Pr42rliI?si=mwUCwBchU4stFpxa,Pop,Christmas party,English
Sleigh Ride,Mariah Carey,-,2:41,https://www.youtube.com/embed/pdnYUvFoh9M?si=xSVtE2IHyB55RkNh,Pop,Christmas party,English
We Wish You a Merry Christmas,-,Celtic Woman ,3:26,https://www.youtube.com/embed/dSJ4EWeHyE4?si=KOz5FXSUAr3_96fM,Carol,Christmas party,English
To God be the Glory,William Howard Doane ,-,3:10,https://www.youtube.com/embed/2CeBoSQsBR0?si=mQZNy9-dvaGteTly,Carol,Christmas party,English
It Came Upon a Midnight Clear,Richard Storrs Willis,-,3:30,https://www.youtube.com/embed/TqfIjm0E1Fk?si=NeSmt1h54d3GPiiS,Carol,Christmas party,English
The First Noel,Rosemary,-,4:47,https://www.youtube.com/embed/wNpwKJtOJ_Y?si=ljtgM6fA2wzGnegs,Carol,Christmas party,English
Away In A Manger,-,Pentatonix,3:40,https://www.youtube.com/embed/GjtYtBGrP6Y?si=ylHHw9-tJ1r2KgOx,Pop,Christmas party,English
Joyful Joyful We Adore Thee ,Carrie Underwood,-,3:45,https://www.youtube.com/embed/_yaYH5ablhA?si=VrocgfprbGGoTfYo,Carol,Christmas party,English
This Christmas,Taeyeon,-,4:43,https://www.youtube.com/embed/hsh54g9JmC0?si=EEbR4kaUXqjC6LJ0,Pop,Christmas party,Korean
Dear Santa,-,Girls' Generation,4:20,https://www.youtube.com/embed/CL34w0xql7s?si=IWGAZAIDvD6DJdoN,Pop,Christmas party,Korean
"December, 2014 (The Winter’s Tale)",-,EXO,3:37,https://www.youtube.com/embed/iuY1y6bxKW0?si=z1b-ZesMLiwBE9QR,Pop,Christmas party,Korean
HO HO HO,Sia,-,3:28,https://www.youtube.com/embed/MGanJGGVSrw?si=c-v-BGK1l_LgKvZV,Pop,Christmas party,English
Christmas Without You ,Ava Max,-,2:50,https://www.youtube.com/embed/L1KEJzfsQEY?si=-QEeDGau53ldf4Gf,Pop,Christmas party,English
Make It To Christmas,Alessia Cara,-,3:31,https://www.youtube.com/embed/QLrmP9GBd3c?si=3iERn70ZJqR2BYTv,Pop,Christmas party,English
Loving Caliber,-,Magic Day,3:27,https://www.youtube.com/embed/Xv09s5kA6Lk?si=eWCi2JAp3ZFG1G7g,Pop,Christmas party,English
 Oh Santa!,Mariah Carey,-,3:27,https://www.youtube.com/embed/G2bx3FzgJ6o?si=KeQgeRhYLYeWOELR,Pop,Christmas party,English
Miracles in December,-,EXO,4:33,https://www.youtube.com/embed/yVLxRXoLaas?si=1Dv7TFi05ypieG6-,Pop,Christmas party,Korean
Lately,-,INFINITE,4:15,https://www.youtube.com/embed/mZu3fRDrK5c?si=YKVi5h3KpYYtWLoh,Pop,Christmas party,Korean
Jelly Christmas 2012,-,Heart Project,3:46,https://www.youtube.com/embed/PzT7aY-UIJE?si=mSbaHgqy-2s5wA7m,Pop,Christmas party,Korean
Santa Claus Is Coming To Town,Andrea Bocelli,-,4:38,https://www.youtube.com/embed/bMvFqy9_RUo?si=3RtUA30a-1H9PNPM,Carol,Christmas party,English
Santa Baby,Laufey ,-,4:02,https://www.youtube.com/embed/6_SsGMeJIHk?si=B6ABvXVQsWb_2qJ_,Carol,Christmas party,English
Jingle Bells,Andrea Bocelli ,-,5:06,https://www.youtube.com/embed/2tk9wuADoxA?si=wtmIv3ZIti9_HH_t,Carol,Christmas party,English
You Make It Feel Like Christmas,Gwen Stefani ,-,3:03,https://www.youtube.com/embed/3ZT9_H4-hbM?si=iinCdBfeFozGCTal,Pop,Christmas party,English
Wrap Me Up,Jimmy Fallon ,-,2:52,https://www.youtube.com/embed/tjAm_B0s0vY?si=i-T1YNKdusxrEWmV,Pop,Christmas party,English
เหตุผลให้เข้าใจ,เนย x เหมย,-,3:36,https://www.youtube.com/embed/59vlwAietBg?si=AxUS-DtZfXIYu414,Carol,Christmas party,Thai
겨울동화 (Winter Story),-,LABOUM(라붐),3:40,https://www.youtube.com/embed/JwdmM8XY-nk?si=Ya741pscujnKiwk6,Pop,Christmas party,Korean
Merry & Happy,-,TWICE,3:30,https://www.youtube.com/embed/zi_6oaQyckM?si=wsHwdjA98z_5CvdU,Pop,Christmas party,Korean
We Need a Little Christmas,-,Glee,2:45,https://www.youtube.com/embed/aQvFyL08YyA?si=gtaNHpsM846j5gbI,Carol,Christmas party,English
jungnlen  Bells remix,Steviie Wonder,-,1:53,https://www.youtube.com/embed/mr4gjXKK5zA?si=COQ-tHzfkR20iqZ5,Hip-Hop,Christmas party,English
Oh Holy Night,Mariah Carey,-,4:48,https://www.youtube.com/embed/BEJmP8T07JU?si=MK2on6OA5l8ck6bx,Carol,Christmas party,English
Blue Christmas.,Elvis Presley,-,2:35,https://www.youtube.com/embed/3KK6sMo8NBY?si=a9sqT39q0Cja2VMA,Carol,Christmas party,English
Feliz Navidad ,José Feliciano,-,3:03,https://www.youtube.com/embed/N8NcQzMQN_U?si=U01wR05oQtYka7dT,Pop,Christmas party,Spanish
He Came Here for Me,-,Carpenters,2:12,https://www.youtube.com/embed/9mE2x4aDYEY?si=-0bB2f_niKGiZUcD,Carol,Christmas party,English
"A Christmas Carol
",Nick Bicât,-,55:00,https://www.youtube.com/embed/mCHsZaEjFPc?si=cUWRldxC-ffhZAjy,Classical,Christmas party,English
Mary's Boy Child,-,Boney M.,4:18,https://www.youtube.com/embed/cmm1gt_2SkQ?si=1-thJrNSfvE4H4_v,Classical,Christmas party,English
Give Me Your Heart for Christmas,Jose Mari Chan,-,2:10,https://www.youtube.com/embed/SGdZYnrtp_g?si=S-woWzxeGwum0Zh2,Classical,Christmas party,English
Home for the Night,-,One Step Closer ,3:28,https://www.youtube.com/embed/55gck9jxJmU?si=MwmnsRRuz8hRyu7N,Rock ,Christmas party,English
Celtic New Year,VAN MORRISON,-,6:12,https://www.youtube.com/embed/oq7rvFFIpxk?si=xk66usWety0bmRE7,R&B,Christmas party,English
Christmas Kids,-,Roar,2:15,https://www.youtube.com/embed/J6GE0XnIv7A?si=FyrEhu0fB9YI93_i,Rock ,Christmas party,English
What Child Is This,-,Vince Guaraldi Trio,2:23,https://www.youtube.com/embed/e2HFIDW8DdM?si=_9U62OSgLf7B0u5D,Carol,Christmas party,Instrumental
My Little Drum,-,Vince Guaraldi Trio,3:09,https://www.youtube.com/embed/XO2kSduwY34?si=_pJ-nYsai5ct_uNR,Jazz,Christmas party,Instrumental
Linus And Lucy,-,Vince Guaraldi Trio,3:04,https://www.youtube.com/embed/x6zypc_LhnM?si=0nyWzXWEslYYHc8n,Jazz,Christmas party,Instrumental
Christmas Time Is Here,-,Vince Guaraldi Trio,6:02,https://www.youtube.com/embed/YvI_FNrczzQ?si=VDZeIidwV5AIXXg5,"Jazz, Swing",Christmas party,Instrumental
Skating,-,Vince Guaraldi Trio,2:22,https://www.youtube.com/embed/Kn4Y3sHyfsg?si=K8hWg9kSQKcYvf_B,Jazz,Christmas party,Instrumental
Christmas Is Coming,-,Vince Guaraldi Trio,3:26,https://www.youtube.com/embed/VVB18xbRMI4?si=qM8r6U7yYvehwj7J,Jazz,Christmas party,Instrumental
Für Elise,-,Vince Guaraldi Trio,1:05,https://www.youtube.com/embed/i6vKIIju25c?si=DP08e7OOHinLU_MA,"Romantic, Classical",Christmas party,Instrumental
Greensleeves,-,Vince Guaraldi Trio,5:29,https://www.youtube.com/embed/SHU99s793q8?si=o5vunDylD0KbwyNo,"Jazz, Swing",Christmas party,Instrumental
Merry Christmas To You,Nat King Cole,-,3:30,https://www.youtube.com/embed/wKhRnZZ0cJI?si=MmNPFPsGwOgzLmhE,Classical,Christmas party,English
I'll Be Home For Christmas,Bing Crosby,-,3:00,https://www.youtube.com/embed/UlCy_ZDK_k0?si=l-nIchH7n2L4MFN1,"Pop,Jazz",Christmas party,English
Mistletoe And Holly,Frank Sinatra,-,2:31,https://www.youtube.com/embed/UtSUTIc8TM4?si=Q228KtynC6hWcgGm,"Pop,Jazz",Christmas party,English
A Holly Jolly Christmas,Burl Ives,-,2:22,https://www.youtube.com/embed/e_AMTbO50vU?si=_HLG_27G8kgOoh_L,Country,Christmas party,English
Christmas Love,Jimin,-,3:17,https://www.youtube.com/embed/LDPSNwJPnGY?si=dPSNqs01ipDc8mFE,Pop,Christmas party,English
Snow Flower ,V,-,3:50,https://www.youtube.com/embed/2nY0spA5UL4?si=Sqyj98ckFBXb3lvJ,Pop,Christmas party,Korean
Yours ,Raiden ,-,3:57,https://www.youtube.com/embed/N2dsnGc7TFk?si=iI0Py8s9At8JDvqQ,Pop,Christmas party,Korean
Entre le boeuf et l'âne gris,Les Dagobert,-,1:18,https://www.youtube.com/embed/rN6OkXdIGzo?si=NLv14KUjWk1C-aJa,Carol,Christmas party,French
Petit Papa Noël ,Tino Rossi,-,4:20,https://www.youtube.com/embed/sGlXYeiCz_4?si=Vrb9SCVAg-Rkio34,Pop,Christmas party,French
Les Anges Dans Nos Campagnes ,Les Choeurs De Noël,-,3:51,https://www.youtube.com/embed/yVjdGRp53_M?si=pM3XF3kYcynrwzyI,Chanson,Christmas party,French
Minuit chrétiens,Luis Mariano,-,2:45,https://www.youtube.com/embed/fMjNb7Jehkw?si=u-loQ1n3SF4v3DeJ,Classical,Christmas party,French
Il est né le divin enfant,Lexi Walker,-,2:36,https://www.youtube.com/embed/Co1gq2n-qKM?si=noT-Y4fQiJIWdmSk,Chanson,Christmas party,French
Venez divin Messie,-,The Priests,3:21,https://www.youtube.com/embed/gQXpp9mWkCM?si=r_At7pql19k5OnYg,Carol,Christmas party,French
La Marche des Rois Mages,-,Chœur Montjoie Saint Denis,1:58,https://www.youtube.com/embed/lGsRTnaGFP0?si=eOgcgbxubieBbG8m,Chanson,Christmas party,French
C’est Noël lyrics,Fernandel,-,3:00,https://www.youtube.com/embed/ixrjogHW-Xc?si=NuAZ_QJvIRTWROpQ,Chanson,Christmas party,French
Rudolph the red-nosed reindeer,Dean Martin,-,2:19,https://www.youtube.com/embed/M47xvJE6GAg?si=JUhR1VXqycfAwdsg,Chanson,Christmas party,French
L'enfant au tambour,Carmen Campagne ,-,2:57,https://www.youtube.com/embed/Tn4PRAzb8h8?si=0avhfzd6CkgLiME4,Chanson,Christmas party,French
Firework,Katy Perry ,-,3:54,https://www.youtube.com/embed/QGJuMBdaqIw?si=Sg_IAdppXUwqNNh6,Pop,Christmas party,English
Cozy Little Christmas,Katy Perry ,-,3:06,https://www.youtube.com/embed/sg8Gk1iXEIs?si=l69IghT2CnNmyVb4,Pop,Christmas party,English
"Kling, Glöckchen, klingelingeling",Die prinzen,-,2:13,https://www.youtube.com/embed/TYUjQg_sAKk?si=T17VbH75bzHG24CC,Carol,Christmas party,German
Maria durch ein Dornwald ging,Helene Fischer,-,3:20,https://www.youtube.com/embed/M5KoWHa7SOI?si=N3cNMpxjq4rRMseh,Opera,Christmas party,German
In Dulci Jubilo,Mike Oldfield,-,3:05,https://www.youtube.com/embed/VCvz7uflMIU?si=65gLULbS9FrDJPNs,Classical,Christmas party,German
"Kommet, ihr Hirten",Tölzer Knabenchor,-,1:47,https://www.youtube.com/embed/TUNSv_Y5aT8?si=Zc9mGhaO2Z5IL6AO,Opera,Christmas party,German
My Santa Claus Lover,Tatsuro Yamashita,-,4:18,https://www.youtube.com/embed/zLzI1HFoCek?si=YuNlQniV3ZOrJQ3r,Classical,Christmas party,Japanese
SNOW! SNOW! SNOW!,-,KinKi Kids,4:33,https://www.youtube.com/embed/cWQVujXblwY?si=xAU1HVvC5hIWVOYF,Pop,Christmas party,Japanese
Christmas Wish,Ai Otsuka,-,4:53,https://www.youtube.com/embed/BGVBlc1LOsg?si=JwhnNYgtlskgw55S,Pop,Christmas party,Japanese
Winter Bells,Mai Kuraki,-,2:42,https://www.youtube.com/embed/VF4SdY_YROg?si=ZQ5vJgt1P3b0vIWg,Pop,Christmas party,Japanese
White Love,-,SPEED,5:55,https://www.youtube.com/embed/xdnDrHWmiic?si=252cFJCcVLQ96JK2,Pop,Christmas party,Japanese
El Burrito Sabanero,David Bisbal,-,2:53,https://www.youtube.com/embed/cbgCFy8YR7E?si=A0QnpmbKrBj844ZP,Pop,Christmas party,Spanish
ARRE BORRIQUITO,Patylu,-,3:05,https://www.youtube.com/embed/qXPqDV2Zsq8?si=7qWofwlaY8No6pZ1,Pop,Christmas party,Spanish
Ven a Mi Casa Esta Navidad,Luis Aguile,-,4:35,https://www.youtube.com/embed/QTdzjSPZv8g?si=h8e1nBrSphJhDMDv,Pop,Christmas party,Spanish
Adeste Fideles,Andrea Bocelli,-,3:51,https://www.youtube.com/embed/okyzEnO7g3c?si=7hoAVUUoNmq8u0bl,Opera,Christmas party,Spanish
Somewhere in my memory ,John Williams,-,3:21,https://www.youtube.com/embed/5kHH6LJpEbQ?si=zNG9yxFbxaaVKfG5,Opera,Christmas party,English
คริสต์มาสนี้ไม่เหมือนเก่า,ACHIRAYA,-,2:27,https://www.youtube.com/embed/nj8IarkwbUw?si=C9yCwdGQW6gzRi0H,Pop,Christmas party,Thai
คริสต์มาสที่ร้อน,-,พี่น้องป.4,3:53,https://www.youtube.com/embed/rdyvm8ajUAA?si=eCszzGouTTm7399O,Pop,Christmas party,Thai
The First Snow,-,EXO,3:28,https://www.youtube.com/embed/h0b4nw7NDhA?si=THgLXeobL5M6LEbc,Pop,Christmas party,Korean
Tiramisu Cake,-,EXO,3:10,https://www.youtube.com/embed/SIbiKMWV6H4?si=GjtIiFrYNCwiutIf,Pop,Christmas party,Korean
ขอลา,Pearilincys,-,4:44,https://www.youtube.com/embed/oktvMLvJic8?si=YrNGLW2RtPSr-5hR,Pop,Funeral,Thai
เธอไม่ได้สอนให้ฉันอยู่คนเดียว,SHERRY,-,5:30,https://www.youtube.com/embed/nbJa3bwwTJ0?si=HwvgvW8Skuc0udYx,Pop,Funeral,Thai
ธรณีกรรแสง,แบบยอดนิยม,-,2:47,https://www.youtube.com/embed/T9ZgSF9bte0?si=IzJnAvciML69B8YM,Traditional,Funeral,Thai
มอญดาวตะเลง,-,ปี่พาทย์มอญ,12:29,https://www.youtube.com/embed/X9W9ZkydUT8?si=j5ym8ubSFiQDOCNL,Traditional,Funeral,Thai
เพลงเชิญศพ,-,ปี่พาทย์มอญ,9:26,https://www.youtube.com/embed/ofBEeOtF-bs?si=oUmSFR9SIpXLn79Q,Traditional,Funeral,Thai
แมลงภู่ทอง,-,ปี่พาทย์มอญ,7:33,https://www.youtube.com/embed/-I4KdsDc1vc?si=yQHrSWYdv7FQPNMt,Traditional,Funeral,Thai
ม่านมงคล,-,ปี่พาทย์มอญ,6:28,https://www.youtube.com/embed/0S3JIDLGKOg?si=RsZzAArYIoCNbgNZ,Traditional,Funeral,Thai
ระบำพม่า มอญ,-,ปี่พาทย์มอญ,10:38,https://www.youtube.com/embed/5If1-z8syhs?si=ZXnIAEuaZRCYKDVu,Traditional,Funeral,Thai
ผ้าโผก,-,ปี่พาทย์มอญ,11:08,https://www.youtube.com/embed/49ahowPDqqk?si=tr-uNjGVC4ezcn_i,Traditional,Funeral,Thai
คำอำลาในงานศพของฉัน,Changhum,-,5:47,https://www.youtube.com/embed/0MaStIZy9U8?si=Icy8wcmIRkBEIFY8,Pop,Funeral,Thai
สวยงามเสมอ,Bilkin,-,3:48,https://www.youtube.com/embed/OjX7v-9UQVo?si=x1LO9sYLqb4JbxVp,Pop,Funeral,Thai
ยิ้มลา,BOWKYLION,-,3:46,https://www.youtube.com/embed/ukGjGHr1Ft8?si=fOeopDvkSJBYLgo_,Pop,Funeral,Thai
รอจนสุดท้าย,Changhum,-,4:53,https://www.youtube.com/embed/hGnKzMGQ8dc?si=y-CfsOTW25QuLbm_,Pop,Funeral,Thai
ภาพทรงจำ,-,Mahafather,4:14,https://www.youtube.com/embed/mXcWDKahepM?si=721q_sux8jzCVnWM,Pop,Funeral,Thai
Amazing Grace,John Newton,-,7:24,https://www.youtube.com/embed/K_rkQWgSiCQ?si=6F_mW83kAeV5_Qh8,Hymn,Funeral,English
Tears in Heaven,Eric Clapton,-,4:34,https://www.youtube.com/embed/JxPj3GAYYZ0?si=uBw1yiDMVMr9dKiU,Rock,Funeral,English
Knockin' On Heaven's Door,Bob Dylan,-,2:31,https://www.youtube.com/embed/rm9coqlk8fY?si=DTW8jNuKCWBZZCfB,Rock,Funeral,English
Hallelujah,Jeff Buckley,-,6:33,https://www.youtube.com/embed/y8AWFf7EAc4?si=nTVSQsm_Goqae7O0,Soul,Funeral,English
I Will Always Love You,Whitney Houston,,4:34,https://www.youtube.com/embed/3JWTaaS7LdU?si=dr83nblyJAhbs-SI,R&B,Funeral,English
Goodbye My Lover,James Blunt,-,3:54,https://www.youtube.com/embed/wVyggTKDcOE?si=bQCzEohjy_c99s5R,Pop,Funeral,English
The Last Goodbye,Billy Boyd,-,4:21,https://www.youtube.com/embed/q8ir8rVl2Z4?si=EcnXWRxJ4RJkxELu,Pop,Funeral,English
I’m Already There,Lonestar,-,4:17,https://www.youtube.com/embed/1jm5gfuT9Z4?si=xOkm_9EtgEQMClnZ,Country,Funeral,English
